0,00 | 6
0,20 | 6,16038080075411
0,40 | 6,08621664263019
0,60 | 5,79150978017029
0,80 | 5,29904597165141
1,00 | 4,63948166826443
1,20 | 3,85011742890491
1,40 | 2,97340646242076
1,60 | 2,05525775879171
1,80 | 1,14320145980302
2,00 | 0,284489611848004
2,20 | -0,475791980399903
2,40 | -1,09652552326759
2,60 | -1,54220479372351
2,80 | -1,78435496411436
3,00 | -1,80267208634392
3,20 | -1,58583680614287
3,40 | -1,13196986550536
3,60 | -0,448711232153618
3,80 | 0,447080300295264
4,00 | 1,52999506713944
4,20 | 2,76708141478979
4,40 | 4,11915529105349
4,60 | 5,54235833590696
4,80 | 6,98990235821745
5,00 | 8,41393065323821
5,20 | 9,76742195761459
5,40 | 11,0060611387994
5,60 | 12,0900020419539
5,80 | 12,9854522167342
6,00 | 13,6660163474327
6,20 | 14,1137448296616
6,40 | 14,3198456916226
6,60 | 14,2850314793792
6,80 | 14,0194872783575
7,00 | 13,5424611473875
7,20 | 12,8814932947941
7,40 | 12,0713147282404
7,60 | 11,1524592870412
7,80 | 10,1696443921816
8,00 | 9,16998506974162
8,20 | 8,20111245027352
8,40 | 7,30927175489191
8,60 | 6,5374755966138
8,80 | 5,92378622021564
9,00 | 5,49979516347671
9,20 | 5,28936095208414
9,40 | 5,30765515346036
9,60 | 5,56055482144921
9,80 | 6,04440555425906
10,00 | 6,74616461285182
10,20 | 7,64391839512786
10,40 | 8,70775363684334
10,60 | 9,90094760819879
10,80 | 11,1814298576572
11,00 | 12,5034572287884
11,20 | 13,8194353733835
11,40 | 15,0818141437097
11,60 | 16,2449813014125
11,80 | 17,2670790476573
12,00 | 18,1116709559361
12,20 | 18,7491928529147
12,40 | 19,1581298059667
12,60 | 19,3258722952732
12,80 | 19,2492174382338
13,00 | 18,9344952845419
13,20 | 18,3973151474985
13,40 | 17,6619420850553
13,60 | 16,7603283888134
13,80 | 15,7308386929074
14,00 | 14,6167195290855
14,20 | 13,4643743423797
14,40 | 12,3215127374012
14,60 | 11,2352477392895
14,80 | 10,2502169257987
15,00 | 9,40680233530392
15,20 | 8,73952011759174
15,40 | 8,27564412715367
15,60 | 8,03411833211665
15,80 | 8,02480139774262
16,00 | 8,24807356064072
16,20 | 8,69482146641386
16,40 | 9,34680157521591
16,60 | 10,1773676473531
16,80 | 11,1525333063047
17,00 | 12,2323273180248
17,20 | 13,3723875556746
17,40 | 14,5257301032684
17,60 | 15,6446229694419
17,80 | 16,682489712043
18,00 | 17,5957670817591
18,20 | 18,3456426260778
18,40 | 18,8996029804428
18,60 | 19,2327311207391
18,80 | 19,3287008593256
19,00 | 19,1804289367439
19,20 | 18,7903587117759
19,40 | 18,1703641395037
